ID_UC_G0,city,country,lat,lon,min_lon,min_lat,max_lon,max_lat
9281,﻿Cangzhou,﻿China,38.30139206934775,116.85494168930249,116.74470350467551,38.242296770486156,116.96320638470932,38.3841604271672
9298,﻿Ponnani,﻿India,10.570390587039812,76.06651485690044,75.90996847680739,10.154246992324634,76.29333369694477,10.927601584622648
9329,﻿Dengzhou,﻿China,32.748713041359785,112.10062296359852,111.9695502313849,32.628966258939094,112.22000019479606,32.862185794524365
9346,﻿Lucknow,﻿India,26.855726069560095,80.96947832812154,80.81044784480416,26.706473471594,81.23308988217185,27.027482749026493
9352,﻿Thrissur,﻿India,10.535946728897663,76.20614109897518,76.10919986365155,10.422802055959071,76.29714872415923,10.650736354389672
9386,﻿Kochi,﻿India,9.994591106242526,76.3366587405483,76.17577252991153,9.60113007080863,76.52719423329323,10.357689751772574
9387,﻿Nanyang,﻿China,32.98851120660038,112.543168111329,112.46016764853441,32.914043721728184,112.641774275743,33.06103686093294
9405,﻿Puyang,﻿China,35.75878864944743,115.02998123309382,114.93481250166126,35.688367102857406,115.13235726513022,35.82844878510174
9409,﻿Pingdingshan,﻿China,33.73943854961129,113.3007778325436,113.19398410631815,33.693303669758365,113.41770973949596,33.78005137494015
9420,﻿Alappuzha,﻿India,9.49144386496006,76.33676889345455,76.29606496715033,9.34096053985755,76.37438094730605,9.60113007080863
9429,﻿Xuchang,﻿China,34.132919100682905,113.7985978732779,113.6329931815487,33.97101312491819,113.94234020384151,34.283845522490964
9431,﻿Kaifeng,﻿China,34.806158998446975,114.32988242071853,114.18893274245062,34.73649176074262,114.48589380101872,34.893394011110104
9435,﻿Fuxin,﻿China,42.01791106823305,121.66668074224303,121.53829893509018,41.939372961779455,121.81031721808823,42.111321485338195
9444,﻿Bahraich,﻿India,27.569102176189556,81.60799905764722,81.55936152328816,27.526584111752136,81.66298569507275,27.619731439535737
9445,﻿Harbin,﻿China,45.718919100454336,126.64311650954801,126.4042252945777,45.57030256017027,126.85241796393174,45.84812563703081
9455,﻿Xiangyang,﻿China,32.069966558094116,112.14343348335949,112.03747257916939,31.990939297964744,112.24277986873042,32.15459558081142
9464,﻿Kollam,﻿India,9.008891036310706,76.58745376714734,76.42263057625281,8.715228171414909,76.76039515429129,9.316573491202746
9466,﻿Jabalpur,﻿India,23.175345727131145,79.93676618796967,79.851861078615,23.104977742438315,80.02807598297153,23.26366290351878
9472,﻿Kottayam,﻿India,9.524928375880442,76.5472022490267,76.48173706408166,9.34096053985755,76.60578797691849,9.698713250381948
9481,﻿Liaocheng,﻿China,36.469981346049444,115.9885151760112,115.88559745027001,36.416058486035936,116.09939988285025,36.53905279665074
9489,﻿Qinhuangdao,﻿China,39.9389435078072,119.58957611662132,119.43336327930088,39.88910478917116,119.71177266590695,39.987482947478114
9495,﻿Yichang,﻿China,30.70444305155515,111.3260737171434,111.24333210060985,30.61707132910033,111.40981067609812,30.805532784623335
9521,﻿Jinzhou,﻿China,41.11772897867638,121.13683605475359,120.96185825511054,41.03720002040425,121.25455149531973,41.18123373406262
9524,﻿Hyderabad,﻿India,17.42902245104652,78.46543054859093,78.2547608680348,17.262387277604184,78.65417762077813,17.591759059933363
9558,﻿Bengaluru,﻿India,13.008279826997324,77.58237486852057,77.36213457103224,12.762414221305237,77.79626836426662,13.211670066491173
9571,﻿Luohe,﻿China,33.576847850809926,114.01348464303916,113.88180056460281,33.50257468878157,114.16828739311448,33.64994219964758
9576,﻿Satna,﻿India,24.574191361047028,80.83484243377261,80.77847403922041,24.535783258626797,80.8842881262511,24.602870365089085
9603,﻿Jinan,﻿China,36.66142016557898,117.01446582783875,116.68195295192004,36.468761350387105,117.25170174682057,36.82045959148905
9612,﻿Thiruvananthapuram,﻿India,8.527318917161525,76.95892290158261,76.82937082002465,8.406574699457007,77.06342959515891,8.658363725991956
9620,﻿Tiruppur,﻿India,11.116634283998643,77.33888340418407,77.24803903576208,11.025342187953806,77.41638984010395,11.212713180977302
9633,﻿Yingkou,﻿China,27.547552226148166,109.95536909440271,109.8975765914466,27.51811765785159,110.01011975103008,27.585856215195946
9637,﻿Changchun,﻿China,43.86691555544864,125.2939630409989,125.11278983438106,43.76744189007889,125.48008656584607,43.987091152311415
9658,﻿Faizabad,﻿India,26.76649557980374,82.15111433583097,82.07449514856545,26.706473471594,82.22570061608604,26.816253579973885
9676,﻿Colachel,﻿India,8.276537088078697,77.21613979042189,77.0777120977152,8.162967501463466,77.34296570714463,8.382211371255819
9692,﻿Sultanpur,﻿India,26.244724966395623,82.06124943689802,81.98911114013075,26.166598432487802,82.11348887978696,26.309909343988025
9693,﻿Binzhou,﻿China,37.38262327203017,117.98321253231325,117.85651399421326,37.340327636084496,118.10701147438733,37.437401077981846
9701,﻿Panjin,﻿China,41.127607727381296,122.07059111505843,121.99238466763398,41.064197351387406,122.13659516435965,41.18123373406262
9703,﻿Zhoukou,﻿China,33.60611653898691,114.63788595035523,114.5610958068536,33.52857383237052,114.7046559743878,33.67595809268155
9714,﻿Prayagraj,﻿India,25.437895816807387,81.82579612232723,81.69534944446572,25.34174102138912,81.90789775593703,25.509903376087912
9715,﻿Jingzhou,﻿China,30.325424981986988,112.23615525806451,112.13673121889167,30.274768369861867,112.34188144454485,30.38596702347928
9716,﻿Erode,﻿India,11.37012075296303,77.71168346724448,77.64551243208203,11.29419327696544,77.81447723425663,11.465330371961493
9757,﻿Dongying,﻿China,37.48519648341915,118.49902628650142,118.36964010322808,37.38444607762032,118.60155672302528,37.605184910491054
9761,﻿Shangqiu,﻿China,34.41869818254567,115.63759807108616,115.52854574554088,34.32732906968585,115.74587638521744,34.527463010929566
9774,﻿Jhusi,﻿India,25.40115100967665,82.11812507418956,81.89018540050503,25.324929677160142,82.27977172421538,25.4678544299546
9779,﻿Shenyang,﻿China,41.80087467786976,123.39443847083031,123.12711287607473,41.63210637761157,123.63073876110947,41.95746463839028
9781,﻿Jining,﻿China,35.420381021965554,116.61501196435827,116.51957101318713,35.36478143333236,116.73888149858614,35.478417793134966
9793,﻿Changde,﻿China,29.03296266126725,111.68708365445978,111.58648225862943,28.978068463636504,111.76448207252665,29.088725548065664
9800,﻿Salem,﻿India,11.660677669420846,78.12935502931131,77.99460517289745,11.58759539979756,78.25153532207622,11.726187180883173
